parent_sha,commit_sha,file_path,old_path,new_path,commit_message,diff_myers,diff_hist
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/construct-custom.code,,tests/data/construct-custom.code,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/construct-custom.data,,tests/data/construct-custom.data,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/construct-float.code,,tests/data/construct-float.code,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/construct-float.data,,tests/data/construct-float.data,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/construct-int.code,,tests/data/construct-int.code,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/construct-int.data,,tests/data/construct-int.data,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/construct-map.code,,tests/data/construct-map.code,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/construct-map.data,,tests/data/construct-map.data,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/construct-merge.code,,tests/data/construct-merge.code,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/construct-merge.data,,tests/data/construct-merge.data,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/construct-null.code,,tests/data/construct-null.code,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/construct-null.data,,tests/data/construct-null.data,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/construct-omap.code,,tests/data/construct-omap.code,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/construct-omap.data,,tests/data/construct-omap.data,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/construct-pairs.code,,tests/data/construct-pairs.code,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/construct-pairs.data,,tests/data/construct-pairs.data,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/construct-seq.code,,tests/data/construct-seq.code,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/construct-seq.data,,tests/data/construct-seq.data,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/construct-set.code,,tests/data/construct-set.code,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/construct-set.data,,tests/data/construct-set.data,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/construct-str.code,,tests/data/construct-str.code,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/construct-str.data,,tests/data/construct-str.data,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/construct-timestamp.code,,tests/data/construct-timestamp.code,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/construct-timestamp.data,,tests/data/construct-timestamp.data,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/construct-value.code,,tests/data/construct-value.code,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/construct-value.data,,tests/data/construct-value.data,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/duplicate-anchor-1.error-message,,tests/data/duplicate-anchor-1.error-message,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/duplicate-anchor-2.error-message,,tests/data/duplicate-anchor-2.error-message,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/duplicate-key.error-message,,tests/data/duplicate-key.error-message,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/duplicate-mapping-key.error-message,,tests/data/duplicate-mapping-key.error-message,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/duplicate-merge-key.error-message,,tests/data/duplicate-merge-key.error-message,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/duplicate-tag-directive.error-message,,tests/data/duplicate-tag-directive.error-message,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/duplicate-value-key.error-message,,tests/data/duplicate-value-key.error-message,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/duplicate-yaml-directive.error-message,,tests/data/duplicate-yaml-directive.error-message,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/expected-mapping.error-message,,tests/data/expected-mapping.error-message,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/expected-scalar.error-message,,tests/data/expected-scalar.error-message,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/expected-sequence.error-message,,tests/data/expected-sequence.error-message,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/float.data,,tests/data/float.data,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/float.detect,,tests/data/float.detect,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/forbidden-entry.error-message,,tests/data/forbidden-entry.error-message,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/forbidden-key.error-message,,tests/data/forbidden-key.error-message,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/forbidden-value.error-message,,tests/data/forbidden-value.error-message,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/int.data,,tests/data/int.data,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/int.detect,,tests/data/int.detect,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/invalid-anchor-1.error-message,,tests/data/invalid-anchor-1.error-message,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/invalid-anchor-2.error-message,,tests/data/invalid-anchor-2.error-message,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/invalid-base64-data.error-message,,tests/data/invalid-base64-data.error-message,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/invalid-block-scalar-indicator.error-message,,tests/data/invalid-block-scalar-indicator.error-message,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/invalid-character.error-message,tests/data/invalid-character.error-message,tests/data/invalid-character.error-message,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/invalid-character.stream-error,tests/data/invalid-character.stream-error,tests/data/invalid-character.stream-error,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/invalid-directive-line.error-message,,tests/data/invalid-directive-line.error-message,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/invalid-directive-name-1.error-message,,tests/data/invalid-directive-name-1.error-message,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/invalid-directive-name-2.error-message,,tests/data/invalid-directive-name-2.error-message,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/invalid-escape-character.error-message,,tests/data/invalid-escape-character.error-message,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/invalid-escape-numbers.error-message,,tests/data/invalid-escape-numbers.error-message,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/invalid-indentation-for-quoted-scalar.error-message,,tests/data/invalid-indentation-for-quoted-scalar.error-message,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/invalid-indentation-indicator-1.error-message,,tests/data/invalid-indentation-indicator-1.error-message,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/invalid-indentation-indicator-2.error-message,,tests/data/invalid-indentation-indicator-2.error-message,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/invalid-merge-1.error-message,,tests/data/invalid-merge-1.error-message,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/invalid-merge-2.error-message,,tests/data/invalid-merge-2.error-message,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/invalid-omap-1.error-message,,tests/data/invalid-omap-1.error-message,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/invalid-omap-2.error-message,,tests/data/invalid-omap-2.error-message,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/invalid-omap-3.error-message,,tests/data/invalid-omap-3.error-message,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/invalid-pairs-1.error-message,,tests/data/invalid-pairs-1.error-message,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/invalid-pairs-2.error-message,,tests/data/invalid-pairs-2.error-message,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/invalid-pairs-3.error-message,,tests/data/invalid-pairs-3.error-message,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/invalid-simple-key.error-message,,tests/data/invalid-simple-key.error-message,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/invalid-starting-character.error-message,,tests/data/invalid-starting-character.error-message,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/invalid-tag-1.error-message,,tests/data/invalid-tag-1.error-message,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/invalid-tag-2.error-message,,tests/data/invalid-tag-2.error-message,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/invalid-tag-directive-handle.error-message,,tests/data/invalid-tag-directive-handle.error-message,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/invalid-tag-directive-prefix.error-message,,tests/data/invalid-tag-directive-prefix.error-message,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/invalid-tag-handle-1.error-message,,tests/data/invalid-tag-handle-1.error-message,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/invalid-tag-handle-2.error-message,,tests/data/invalid-tag-handle-2.error-message,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/invalid-uri-escapes-1.error-message,,tests/data/invalid-uri-escapes-1.error-message,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/invalid-uri-escapes-2.error-message,,tests/data/invalid-uri-escapes-2.error-message,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/invalid-uri-escapes-3.error-message,,tests/data/invalid-uri-escapes-3.error-message,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/invalid-uri.error-message,,tests/data/invalid-uri.error-message,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/invalid-utf8-byte.error-message,,tests/data/invalid-utf8-byte.error-message,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/invalid-utf8-byte.stream-error,,tests/data/invalid-utf8-byte.stream-error,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/invalid-yaml-directive-version-1.error-message,,tests/data/invalid-yaml-directive-version-1.error-message,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/invalid-yaml-directive-version-2.error-message,,tests/data/invalid-yaml-directive-version-2.error-message,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/invalid-yaml-directive-version-3.error-message,,tests/data/invalid-yaml-directive-version-3.error-message,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/invalid-yaml-directive-version-4.error-message,,tests/data/invalid-yaml-directive-version-4.error-message,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/invalid-yaml-directive-version-5.error-message,,tests/data/invalid-yaml-directive-version-5.error-message,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/invalid-yaml-directive-version-6.error-message,,tests/data/invalid-yaml-directive-version-6.error-message,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/invalid-yaml-version.error-message,,tests/data/invalid-yaml-version.error-message,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/merge.data,,tests/data/merge.data,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/merge.detect,,tests/data/merge.detect,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/no-block-collection-end.error-message,,tests/data/no-block-collection-end.error-message,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/no-block-mapping-end.error-message,,tests/data/no-block-mapping-end.error-message,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/no-document-start.error-message,,tests/data/no-document-start.error-message,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/no-flow-mapping-end.error-message,,tests/data/no-flow-mapping-end.error-message,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/no-flow-sequence-end.error-message,,tests/data/no-flow-sequence-end.error-message,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/no-node-1.error-message,,tests/data/no-node-1.error-message,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/no-node-2.error-message,,tests/data/no-node-2.error-message,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/null.data,,tests/data/null.data,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/null.detect,,tests/data/null.detect,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/odd-utf16.stream-error,tests/data/odd-utf16.stream-error,tests/data/odd-utf16.stream-error,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/recursive-anchor.error-message,,tests/data/recursive-anchor.error-message,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/scan-line-break-bug.canonical,,tests/data/scan-line-break-bug.canonical,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/scan-line-break-bug.data,,tests/data/scan-line-break-bug.data,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/spec-02-01.data,,tests/data/spec-02-01.data,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/spec-02-01.structure,,tests/data/spec-02-01.structure,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/spec-02-01.tokens,,tests/data/spec-02-01.tokens,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/spec-02-02.data,,tests/data/spec-02-02.data,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/spec-02-02.structure,,tests/data/spec-02-02.structure,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/spec-02-02.tokens,,tests/data/spec-02-02.tokens,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/spec-02-03.data,,tests/data/spec-02-03.data,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/spec-02-03.structure,,tests/data/spec-02-03.structure,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/spec-02-03.tokens,,tests/data/spec-02-03.tokens,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/spec-02-04.data,,tests/data/spec-02-04.data,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/spec-02-04.structure,,tests/data/spec-02-04.structure,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/spec-02-04.tokens,,tests/data/spec-02-04.tokens,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/spec-02-05.data,,tests/data/spec-02-05.data,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/spec-02-05.structure,,tests/data/spec-02-05.structure,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/spec-02-05.tokens,,tests/data/spec-02-05.tokens,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/spec-02-06.data,,tests/data/spec-02-06.data,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/spec-02-06.structure,,tests/data/spec-02-06.structure,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/spec-02-06.tokens,,tests/data/spec-02-06.tokens,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/spec-02-07.data,,tests/data/spec-02-07.data,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/spec-02-07.structure,,tests/data/spec-02-07.structure,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/spec-02-07.tokens,,tests/data/spec-02-07.tokens,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/spec-02-08.data,,tests/data/spec-02-08.data,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/spec-02-08.structure,,tests/data/spec-02-08.structure,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/spec-02-08.tokens,,tests/data/spec-02-08.tokens,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/spec-02-09.data,,tests/data/spec-02-09.data,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/spec-02-09.structure,,tests/data/spec-02-09.structure,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/spec-02-09.tokens,,tests/data/spec-02-09.tokens,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/spec-02-10.data,,tests/data/spec-02-10.data,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/spec-02-10.structure,,tests/data/spec-02-10.structure,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/spec-02-10.tokens,,tests/data/spec-02-10.tokens,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/spec-02-11.data,,tests/data/spec-02-11.data,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/spec-02-11.structure,,tests/data/spec-02-11.structure,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/spec-02-11.tokens,,tests/data/spec-02-11.tokens,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/spec-02-12.data,,tests/data/spec-02-12.data,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/spec-02-12.structure,,tests/data/spec-02-12.structure,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/spec-02-12.tokens,,tests/data/spec-02-12.tokens,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/spec-02-13.data,,tests/data/spec-02-13.data,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/spec-02-13.structure,,tests/data/spec-02-13.structure,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/spec-02-13.tokens,,tests/data/spec-02-13.tokens,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/spec-02-14.data,,tests/data/spec-02-14.data,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/spec-02-14.structure,,tests/data/spec-02-14.structure,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/spec-02-14.tokens,,tests/data/spec-02-14.tokens,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/spec-02-15.data,,tests/data/spec-02-15.data,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/spec-02-15.structure,,tests/data/spec-02-15.structure,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/spec-02-15.tokens,,tests/data/spec-02-15.tokens,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/spec-02-16.data,,tests/data/spec-02-16.data,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/spec-02-16.structure,,tests/data/spec-02-16.structure,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/spec-02-16.tokens,,tests/data/spec-02-16.tokens,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/spec-02-17.data,,tests/data/spec-02-17.data,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/spec-02-17.structure,,tests/data/spec-02-17.structure,Move pyyaml3000 to a separate directory.,,
,4c570faa8bc4608609f0e531452f9941e4a272b3,tests/data/spec-02-17.tokens,,tests/data/spec-02-17.tokens,Move pyyaml3000 to a separate directory.,,
